Time,heading
453.600006759,-1.4736913442611694
453.70000676,-1.4736913442611694
453.750006761,-1.4736913442611694
453.800006762,-1.4736913442611694
453.850006762,-1.4736913442611694
453.950006764,-1.4736913442611694
454.050006765,-1.4736913442611694
454.100006766,-1.4736913442611694
454.150006767,-1.4736913442611694
454.200006768,-1.4736913442611694
454.250006768,-1.4736913442611694
454.300006769,-1.4736913442611694
454.35000677,-1.4736913442611694
454.450006771,-1.4736913442611694
454.550006773,-1.4736913442611694
454.600006774,-1.4736913442611694
454.700006775,-1.4736913442611694
454.750006776,-1.4736913442611694
454.800006777,-1.4736913442611694
454.850006777,-1.4736913442611694
454.900006778,-1.4736913442611694
454.950006779,-1.4736913442611694
455.00000678,-1.4736913442611694
455.05000678,-1.4736913442611694
455.150006782,-1.4736913442611694
455.250006783,-1.4736913442611694
455.300006784,-1.4736913442611694
455.300006784,-1.473692774772644
455.400006785,-1.473692774772644
455.500006787,-1.473692774772644
455.550006788,-1.473692774772644
455.600006788,-1.473692774772644
455.650006789,-1.473692774772644
455.750006791,-1.473692774772644
455.800006791,-1.473692774772644
455.900006793,-1.473692774772644
455.950006794,-1.473692774772644
456.050006795,-1.473692774772644
456.100006796,-1.4736932516098022
456.150006797,-1.4736920595169067
456.250006798,-1.4736920595169067
456.250006798,-1.473692774772644
456.300006799,-1.473692774772644
456.3500068,-1.473692774772644
456.450006801,-1.473692774772644
456.500006802,-1.4737056493759155
456.500006802,-1.473697543144226
456.600006803,-1.473577857017517
456.650006804,-1.473512053489685
456.650006804,-1.473575234413147
456.700006805,-1.4735502004623413
456.750006806,-1.4736477136611938
456.850006807,-1.4736655950546265
456.850006807,-1.4731684923171997
456.950006809,-1.473241925239563
456.950006809,-1.4729138612747192
457.05000681,-1.4728564023971558
457.100006811,-1.4728528261184692
457.100006811,-1.4728795289993286
457.150006812,-1.4728692770004272
457.200006812,-1.4729057550430298
457.250006813,-1.4728893041610718
457.350006815,-1.4729143381118774
457.400006815,-1.4728888273239136
457.400006815,-1.4729253053665161
