Time,heading
453.650006759,-1.2786535024642944
453.750006761,-1.278652548789978
453.800006762,-1.278651475906372
453.800006762,-1.2786504030227661
453.950006764,-1.2786494493484497
454.000006765,-1.2786484956741333
454.100006766,-1.2786474227905273
454.100006766,-1.278646469116211
454.200006768,-1.278645396232605
454.300006769,-1.2786444425582886
454.35000677,-1.2786433696746826
454.450006771,-1.2786424160003662
454.450006771,-1.2786413431167603
454.600006774,-1.2786402702331543
454.650006774,-1.278639316558838
454.750006776,-1.2786383628845215
454.800006777,-0.6662943363189697
454.850006777,-0.6662939786911011
454.950006779,-0.6662936210632324
455.100006781,-0.666293203830719
455.150006782,-0.6662927865982056
455.250006783,-0.6662924289703369
455.300006784,-0.053949132561683655
455.350006785,0.5583935379981995
455.450006786,0.5583926439285278
455.500006787,0.5583917498588562
455.550006788,0.5583909153938293
455.650006789,0.5583900809288025
455.70000679,-0.457650750875473
455.800006791,0.1546935886144638
455.850006792,0.7670366764068604
455.900006793,0.7670356035232544
456.000006794,0.7670345902442932
456.100006796,0.7670335173606873
456.250006798,0.7670325040817261
456.300006799,0.7670314908027649
456.450006801,0.7670304775238037
456.500006802,0.7670294642448425
456.550006803,-0.3532736003398895
456.650006804,-0.35327237844467163
456.750006806,-0.3532722592353821
456.800006806,-0.3532721698284149
456.850006807,0.2590578496456146
456.950006809,0.25905731320381165
456.950006809,0.25905680656433105
457.100006811,0.25905629992485046
457.150006812,0.2590557932853699
457.250006813,0.2590552866458893
457.300006814,0.2590547800064087
457.450006816,0.2590542733669281
457.500006817,0.871008038520813
457.600006818,0.8710069060325623
457.650006819,0.8710058331489563
457.750006821,0.8710047006607056
457.800006821,0.8710035681724548
457.850006822,0.8710024356842041
457.950006823,0.8710013031959534
458.000006824,0.8710002303123474
458.100006826,0.8709990978240967
458.150006826,0.870997965335846
458.250006828,-0.30010858178138733
458.250006828,-0.30010852217674255
458.350006829,-0.30010849237442017
458.450006831,-0.3001084327697754
458.450006831,-0.3001083731651306
458.600006833,-0.3001078963279724
458.600006833,-0.30010777711868286
458.750006835,-0.30010733008384705
458.800006836,-0.3001071810722351
458.850006837,-0.30010703206062317
458.950006838,-0.8857478499412537
459.000006839,-0.885746955871582
459.05000684,-0.8857462406158447
459.150006841,-0.8857455849647522
459.200006842,-0.8857448697090149
459.300006844,-0.8857441544532776
459.350006844,-0.8857434988021851
459.450006846,-0.8857427835464478
459.450006846,-0.8857420682907104
